tid	uid	text	date	gender	age	city	state	country	ethnicity	label
3936245505296893752	5834286122622257477	justificó la violencia a los diputados diciendo que ellos fueron a provocar , podes ser tan hijo de puta marcos peña ?	2017-12-14	1	1	Buenos Aires	Buenos Aires	0	0	0
7812675954096857388	-5333440178485992417	user callate perra loca con meterte con louis ya es mucho . te metes con barderas	2017-12-12	0	1	x	x	x	0	1
8366794916551372782	-4425694705497598497	yo no te discuto como sacar una muela así que cállate la puta madre	2018-1-11	1	0	Pinamar	 Argentina	0	0	0
-2193073760365246246	3048870858721184283	¿ para que se inventó el alcohol ? para que las feas , gordas y canis perdieran la virginidad .	2013-6-29	x	x	x	x	x	x	1
-3654187411088472296	-1958994435843495232	hay mujers inteligentes , si . son hombres que se han operado de cambio de sexo . al revés no .	2016-1-23	x	x	x	x	x	x	1
-7974858392872203113	-6292025055018040262	y a los latinos nos dicen sudacas , conquistados , e incivilizados , ¿ qué cosas , no ? 👀 ( no todos ) url	2018-7-28	1	1	Goshen	Indiana	0	1	1
-6566311298203433564	-4757052795623482853	me voy a pintar el pelo güero para que alfredo me quiera	2018-8-2	1	1	x	x	x	0	0
-1848718970999759316	5913920228139002720	los inmigrantes muestran su cara más violenta con peleas en plena calle — el pueblo de ceuta url	2018-8-6	0	0	Córdoba	Andalusia	1	1	1
1369819563307700120	-4233359475924988678	ayer me estaba muriendo de una perra infección en la garganta y hoy me la peló , ya estoy mejor . 😎	2018-1-1	1	0	San Luis Potosí	San Luis Potosi	0	1	0
-1717319001347650405	8598315111319749006	joder me cago en la puta que robo raoul se lo merecía joder hashtag	2017-12-18	1	1	x	x	x	0	0
6270030717143715771	-862930757776679081	así que tú eres el hijo de puta que se está comiendo todos los ñus ... vente que vamos a hablar url	2017-12-13	x	x	x	x	x	x	0
-3150775193269058253	-7668587866744753147	hashtag user with get_repost ・ ・ ・ 🌊 💃 🏽 besos de mezcal pa ’ el güero . ¡ feliz viernes ! url	2018-8-3	1	1	x	x	0	0	0
3013090807813845515	880568049290149698	user user user callate la puta boca resentido y la proxima ves busquen vaselina porque no queremos hijo	2017-12-18	0	0	Barquisimeto	Lara	0	1	0
1044563184334430251	-7249728638323738996	1 . el desnudo siempre ha formado parte del arte 2 . el arte es super relativo 3 . callate la boca de una puta vez url	2017-12-19	0	1	x	x	0	1	0
-8548652408358062640	-846085045524732819	si maltratas a un animal sos un hijo de puta y te merecés vivir de la peor manera	2018-1-12	1	0	x	Buenos Aires	0	0	0
-3013214846218024464	7530679127911522640	user merecias ser ahogado hijo de perra pero mildis	2018-1-12	1	1	Córdoba	Cordoba	0	1	0
5479382534515122680	6357503348464552152	antonio adán : mi novia es sevillista y es una puta mas | sevilla 3 real ... url vía user	2018-1-9	0	0	x	x	x	1	1
-1507359057284965372	-6406408191450821199	user siempre te hago el aguante callate , mña si perra	2017-12-28	1	1	x	Chaco Province	0	0	1
4655205139488751837	1576412364298508789	los procesos administrativos tienen que ser rápidos para menores inmigrantes refugiades , ya que el futuro de eses m … url	2018-8-5	1	0	x	x	x	0	0
5270417547142784171	-408125933217774171	mirna , para algunas feministas celebrarle un vestido a una mujer es acoso , ojo ahí hashtag user user	2018-1-5	1	1	x	x	0	0	0
5882332125889019904	3876398217309602495	user ... habemos muchos hombres en contra del acoso ; eso sí , no todos lo expresamos desde el prejuicio sexi … url	2017-12-20	0	1	Bogota	Bogota	0	1	0
-36902676058626919	3048870858721184283	— mujer : bésame una vez y te pertenecere para siempre ♥ — hombre : ostia ! gracias por la advertencia !	2013-6-29	x	x	x	x	x	x	1
8898498632730167071	-8409775160034609923	user user ay cállate perra .	2018-1-14	0	1	Guadalajara	Jalisco	0	0	1
-9216719715151905172	-5006508641836231739	llamar “ mala puta ” a una mujer es denominado “ poema satírico ” ... siento verdadero asco , de oír , leer y ver este t … url	2017-12-13	0	0	Madrid	 Spain	1	0	0
1079867584246666035	-1610248358546650986	eso demuestra que no son “ refugiados ” de países en guerra , sino económicos , lo q es humano , hasta q te das cuenta q … url	2018-8-6	x	x	x	x	1	x	1
-6539602317981762554	-6617829890602923980	user 12 años jugando a la play le enseñaron bastante . que hijo de remil puta ! ! !	2017-12-14	x	x	x	x	x	x	0
-4444833003760858295	-5298832181875446315	llevamos ya 3 casos asilados de violencia de inmigrantes en la zona de barcelona en una semana . ¿ a partir de cuanto … url	2018-8-6	x	x	x	x	x	x	1
5969317680116241298	-5741492382080753676	apartas el tanga a un lado , posas mi polla en tu coño y te dejas caer despacio metiéndola entera , que placer me da … url	2018-1-3	0	0	x	x	1	1	0
-8811712249084820035	7511407618832292252	user callate perra yo hago lo que quiero	2018-1-13	x	x	x	x	x	x	1
-7287819480440500759	-6503387510829951085	me acaban aqui de enseñar al niño polla o deberia decir pringado de la vida q lo unico q ha hecho en su vida ( indir … url	2017-12-21	1	0	Santa Cruz de Tenerife	Canary Islands	1	1	0
-2828514227729124614	-8168353960595398686	user y user tienen razón , los inmigrantes vienen a imponernos sus costumbres url	2018-8-6	x	x	x	x	x	x	1
-1882940276099457869	5703367979536711766	yo creía que ese jueguito solo existía para los árabes , jajaja . url	2018-8-4	0	0	x	x	x	1	0
-6002813499919053700	254843576361018951	user tú eres mi perra , ¿ yo qué culpa ?	2018-1-2	0	1	x	x	x	1	1
-7640366913282213898	6733700790431748409	acabo de ver a una señora igualita a lupita d ’ alessio y dije fue como omfg is dat la leona dormida o nomas otra señora güera	2018-7-27	x	x	x	x	x	x	0
-2575097420728707135	2530652860263207496	user jajjajaj cállate perra , me lo dijo por otra cosa no x eso	2018-1-7	x	x	Salto	Salto Department	0	x	1
915254338859659710	-3738087401668112025	el orgullo que siento 🏼 es inmenso , sos único 💙 te lo re mereces porque sos un actorazo de la puta madre url	2017-12-14	1	1	x	x	x	1	0
-1810216171176503452	-6302629356360279177	amigos con todo el respeto y con mas humor , les comparto esta publicidad de tacos árabes y mas , ubicado en camino v … url	2018-7-30	x	x	Oaxaca	Oaxaca	0	x	0
-3698327734170794118	-1497340729562522109	la policía británica permitió la violación de 1.000 niñas pobres por parte de árabes url via user	2018-8-2	x	x	Louisville	Kentucky	0	x	1
-2374685375126679888	-9135910751214617958	user vete a tomar por culo gilipollas , tu felipe tendrías q estar en la puta mina y cállate la boca ! ! que no … url	2017-12-25	x	x	Toledo	Castile-La Mancha	1	x	0
5883956530578137761	140187903837353070	user eres una basura de persona , lo cual no me sorprende porque eres sudaca , y asi son los tercermundistas	2018-8-5	0	0	Tlalpan	 Distrito Federal	0	1	1
-123267664336921979	-6868746055278739920	callate por zorra le dice damián jajajaja	2017-12-16	0	1	Buenos Aires	Buenos Aires	0	1	1
-4810234967094407233	7880130082308411695	en ceuta hay una montaña que simboliza todo lo que ocurre a ambos lados de la valla perfilada en la roca , con el bu … url	2018-8-3	x	x	Ayamonte	Andalusia	1	x	0
-967150876754065283	8509909096860263660	user hoy toda esta escoria está callada me gustaría oírlos hablar hashtag	2017-12-13	x	x	Zaragoza	Aragon	1	x	0
-364047230631763384	-420691157766417371	- ¿ aquí es la oficina de atención contra el racismo ? - claro que sí , pásele pinche indio prieto sarrapastrozo ahorita … url	2018-7-31	x	x	x	x	x	x	1
-1034575896113421311	-5788655479460541395	user el simio fuenlabreño al cual tengo que ver más a menudo . eres un tío de puta madre y te mereces lo m … url	2017-12-31	x	x	Madrid	Community of Madrid	1	x	0
-3593960537156582986	2866099292731331754	user callate que mañana nos vemos perra	2018-1-13	x	x	Sterling	Illinois	0	x	1
-640755630373830661	-1958994435843495232	user y lo que no es la voz , ¿ eh ? ¡ movimiento semen !	2015-10-21	x	x	x	x	x	x	0
-8838017445648602851	4580412390502615151	me pone mal verte mal , pero no por mi , sino por vos , la puta madre te mereces el cielo no te quedes en una nube sola .	2017-12-14	x	x	x	x	x	x	0
-9222560132886688191	8495950223457359967	600 manteros saltaron la valla en ceuta el otro día . url	2018-8-2	0	0	Florence	Alabama	0	0	0
-4710093674246174801	-7071259558802478940	" pedimos picada árabe ? " 3 palabras , 1 corazón feliz	2018-8-5	1	0	x	Chubut Province	0	0	0
3612569909261208137	1521335248068434501	user que te calles ya pesao ... aceptalo de una puta vez y dejalo ya en el pasado pide disculpas y ya conbio	2018-1-12	x	x	x	x	x	x	0
-8079756580412142093	9018806696269707079	user lucas callate que no lees dm nunca la puta que te pario ahre	2017-12-13	1	1	x	x	x	0	0
-5630488567615365879	6474587494096372315	cómo me atraen las güeras 🤤	2018-8-3	0	1	Monterrey	Nuevo Leon	0	1	0
-7127555060894305552	7384456773673631430	pero callate puta no nos vemos hace meses y ahora que me voy me querés ver me caes mal agustina url	2018-1-14	1	0	x	x	x	1	1
-6814469082157999385	1092530100732750197	user user tu eres el gilipollas que no has tocado un libro de historia en tu puta vida y vas de … url	2017-12-14	x	x	x	Andalusia	1	x	0
7442968079360533835	-8940002831318199566	¿ esto podría explicar el brutismo caribeño y el subsahariano ? ¿ habrá correlación ? extreme heat linked with reduced … url	2018-7-30	0	0	Corpus Christi	Texas	0	0	1
2713055878531654964	3048870858721184283	porque las mujeres ven las peliculas porno enteras ? - porque se creen que al final se van a casar o algo .	2013-6-29	x	x	x	x	x	x	1
1328533887588553363	-3826140548028593774	" es una chinguita hacer tamales " , refunfuña mi sirvienta la diódora . " cállate o te van a salir agrios " , le digo ... … url	2017-12-15	x	x	Tijuana	Baja California	0	x	0
6432541005871270496	-4967315479757058310	user no nos confundamos , muchas mujeres posan de victimas de acoso solo con una mirada , ridículas ; ¿ estas s … url	2017-12-18	0	0	Bogota	Bogota	0	1	1
-935484679931897555	-7578807651121593055	venga si comemela xddd	2017-12-25	0	0	x	x	x	1	0
8301335181182658971	-7112341549535104958	user cállate puta katy perri de los xiniyos ( y nunca mejor dicho )	2018-1-10	1	1	Corvera de Asturias	 España	1	0	1
-5864955574441593762	2251761399010296716	user jajajajajaja callate mica zorra	2017-12-20	0	1	Buenos Aires	Buenos Aires	0	0	1
7937591025512818939	5023788535683251500	user user user uno mas imbécil dirás , hasta la polla ya estaba la gente con las payasadas de alves y neymar ...	2018-1-11	0	0	x	x	x	1	0
7126011581267626682	7787236760149493348	si dios maldijo a eva porque se comió una manzana , imagínense lo que va a hacer cuando se entere de que andan de " b … url	2018-8-4	1	1	x	x	x	0	0
6322130103678557610	5999252496563747422	user como estáis tan evolucionados culturalmente le recordais a cualquiera cuales son las normas cívicas . esp … url	2018-8-4	0	1	x	x	1	0	1
-6091578123917235114	-378309741955696975	user y user están deseosos de ayudar a los moromierdas que llegan en oleadas a violar todas las mujeres y … url	2018-8-4	x	x	x	x	x	x	1
3373849626871513383	-8503106845352195737	el director general de la guardia civil recorrerá esta tarde la valla que fue asaltada en ceuta . ¡ ¡ ¡ a buenas horas , mangas verdes ! ! !	2018-7-31	x	x	Madrid	 Spain	1	x	0
3019226486581953934	-5086537514347318573	user tu eres zorra amiga jajajajajajajaja	2018-1-11	0	1	x	x	x	0	0
-227248741905038396	-3230768905494631123	odiame ero al mirarte a un espejo recuerda yo soy agil y atractiva tu eres una puta cerda 😁 😁 😁	2017-12-27	1	0	x	x	0	1	1
5462402513414367867	5408958374043267022	user user user user y estos son los hijos de puta que van a luchar contra la violenci … url	2018-1-4	x	x	x	Andalusia	1	x	0
1390089986987207550	-6711920190002563708	lo malo del tema de acosos sexual que se da en todos lados … es simple … abuso físico , violación o coacción son un de … url	2018-1-10	0	0	Toronto	Ontario	0	1	0
-6711262319590536954	-681798252050693268	ice le da gran prioridad a la lucha contra la inmigración ilegal , incluyendo la búsqueda de extranjeros … url	2018-7-27	x	x	Washington	District of Columbia	0	x	0
7622481265280366467	4888541461058645781	queria charlar de algo , yo soy feminista , siempre que una victima habla de algun abuso , acoso o violacion que sufri … url	2017-12-19	1	1	x	x	x	0	0
-3560699897826244409	-5400217387351703313	de regreso al trabajo . en cancha para univisión deportes en el américa vs veracruz . se acabó hasta la melena güera … url	2018-8-1	0	1	x	x	x	0	0
4750766759494828576	7165231490704287278	user yo se q soy la persona indicada para estos momentos , no te lo mereces , pero sos mi hermano hijo de mil puta , ahi t hablo	2017-12-28	0	1	x	x	x	1	0
8728156709340746896	7970228562004825318	user callate que vos ni rollos tienes che puta	2017-12-14	1	0	x	x	x	0	1
-4072382507872627271	6065009673382391377	quieroite un lomito arabe com salsa de ajo	2018-8-6	0	1	Amambay	 Paraguay	0	0	0
1032421477946720083	-3541858466827003924	la introducción de los discursos de disculpa de los acusados de acoso sexual este año : url	2017-12-18	x	x	Guadalajara	Jalisco	0	x	0
-7061950602445412552	299399880447949672	llegarán en masa a cartagena . de nosotros y nuestros gobernantes depende dar con la verdadera solución natural , los … url	2018-8-6	x	x	Cartagena	Region of Murcia	1	x	1
-8811924660352064104	-132039499915954919	una chica dijo que no le gustaron los chistes sobre acoso y violación en el video de rubén y esto le contestaban al … url	2018-1-10	1	1	x	x	x	1	0
3786223853170869959	-3929518528714592369	user comemela lindo jajaja	2017-12-23	0	1	Villa Ballester	Buenos Aires	0	1	0
-7230431138711890297	-8855083195081856252	no son subsaharianos , son negros . que yo sepa , sudán y níger están en el sáhara . hashtag	2018-7-31	x	x	x	x	x	x	1
6947987552274275739	1914006065800649405	el inmigrante que se queja del inmigrante que se queja del inmigrante ... y así hasta el infinito . url	2018-8-5	0	0	Washington	 DC	0	1	0
3857640918503481589	-5784379662543684452	te puedo tener todo el respeto del mundo , pero esque con una puta voz que me des ya no te lo mereces . entenderlo respeto por respeto .	2017-12-19	1	0	Navalperal de Pinares	Castile and León	1	1	0
2963628122493002256	-2675364380480965255	el asesinato se hace en nombre del antifascismo . imbeciles como tú user hacen que esta escoria crezca . url	2017-12-12	0	1	x	x	1	0	0
-6729429701997131845	6206584240170409021	user user cállate zorra priista	2018-1-3	x	x	x	x	x	x	1
-5848123838636449105	-4098301349147546702	transparencia venezuela cuando un indocumentado pasa de reposero y chocador de autobuses del metro a " manejar " la p … url	2018-7-29	x	x	x	x	x	x	1
571995656552813304	-4664153367690741833	ultra pendeja este ciudadano común , teatro le bajo pelotudis , esposelo y 6 horas al calabozo .. vago indocumentado … url	2018-8-3	0	0	Asunción	x	0	1	1
-2160044149941100725	-3346963803612755533	muchas personas creen q una mujer es abusada o acosada por ir muy descubierta , pero yo he visto acoso a mujeres por … url	2018-1-13	1	0	Madrid	Comunidad de Madrid	1	1	0
8912051655575197284	-8072521291789199480	jackie y hyde merecian estar juntos la puta madre quiero romper todo	2018-1-3	1	1	x	x	0	0	0
-3959250733977366344	8092867792906060672	reino unido cero cristianos entre los 1,112 sirios " refugiados " reubicados en esd pais en lo que va de año , en 2017 … url	2018-8-5	0	0	Ponce	Ponce	0	1	1
-4885163876838041376	918227052182405277	¡ bueno y tu eres una puta arrastrada ! laidy gómez cargó contra guanipa y lo tachó de " divisionista " … url	2017-12-14	x	x	x	x	x	x	1
-9111200515791006269	-28069086759872872	del árbol del silencio pende el fruto de la seguridad-proverbio árabe	2018-8-5	x	x	x	x	0	x	0
-2107214865552657596	2142531517203931059	cuando no tengo a nico mi novia es mi perra url	2017-12-12	1	1	x	Andalusia	1	1	1
-3316309045243071078	7082422790677056619	estoy flipando . le estaba diciendo a este chico que mi padre pegaba e insultaba a mi madre , que tiene dos denuncias … url	2018-8-5	x	x	x	x	x	x	1
1853576427943966300	7820726576841141542	estoy haciendo el check-in a una muchacha de los emiratos árabes . ella : ese tatuaje es árabe , ¿ no ? yo : sí 😨 ( yo pe … url	2018-8-1	1	0	Jerez de la Frontera	Andalusia	1	0	0
-2259671503513534181	-91656939205460885	no puedo con lo que dice la canción de ‘ que perra mi amiga ’ : y tú eres perra , ládrame 😂	2017-12-17	1	0	León	Guanajuato	0	0	1
-3669383982457567440	3124989743875429713	user deja de provocarme maldita perra	2018-1-7	x	x	Santiago	Santiago Metropolitan Region	0	x	1
8227753158049538549	1162483903061415793	joder nagore cállate de una puta vez pesada de los cojones ay dios la odio por qué tan tonta diooos espero que no m … url	2018-1-11	x	x	x	x	x	x	0
6297376610203874603	3048870858721184283	que cuza antes la calle , una mujer inteligente o una tortuga vieja ? una tortuga vieja porque las mujeres inteligentes no existen ...	2013-6-29	x	x	x	x	x	x	1
-6489495007867682218	4425912153604535516	pero imbecil , no ves que no haces reir a nadie jala bolas , callete quedate como muerto escoria url	2017-12-19	1	0	x	x	1	0	0
8306010942220449093	4197315357698561676	user cómo que te follas a una perra y olvidas su nombre : 0 sí , bebé , me gusta mucho tu inglés , podrías enseñarme un poco	2018-1-5	0	1	x	x	x	1	1
2621498078326071139	8387572354781500468	user user la educación sexual también es aprender que las mujeres con polla existen y son víctima … url	2017-12-20	1	0	x	x	x	0	0
2791797813646945138	3761526761706024993	cómo supero arabe .	2018-8-5	1	1	x	x	x	0	0
2729437163839916294	-2713166346484469365	user estudiante sueca elin ersson , impide deportación de un solicitante de asilo afgano url	2018-8-5	0	0	Miami	Florida	0	1	0
-5071181764272039292	3025801077857649150	user o el de los flacos cuando te vienen a decir de todo , o sea , si tu novia es una zorra problema de ustedes no mio ...	2018-1-6	0	1	Victoria	Entre Rios	0	1	1
-5007349444197861643	6381147895756869939	user user user user callate puta	2018-1-14	x	x	Orizaba	Veracruz	0	x	1
-3543029694575032540	-7291442351279717372	la falsa portada de la falsa revista dice pop singer . puta , ¿ no hubo imaginación ni para inventarse un nombre que … url	2017-12-24	1	1	Los Angeles	California	0	0	0
-6039736105683112494	-1598660791490788516	msdossary campeón del mundo de fifa 2018 . stefano pinna no pudo hacer nada ante el árabe . resultado totalmente merecido . hashtag	2018-8-4	x	x	x	x	x	x	0
-7852365188679093846	-6937219797460648065	¿ qué actor pudo ser un gran hashtag güero en el universo extendido de dc ? checa nuestro video y entérate de nuestr … url	2018-8-1	x	x	Mexico City	Mexico City	0	x	0
-7056565039099372688	3857875086861559817	user 😱 noo callate perra que estoy buscando algo para poder dormir jajaj	2017-12-23	1	1	Tierra del Fuego Antarctic and South Atlantic Islands	 Argentina	0	0	1
